Make,Model,Vehicle.Class,Engine.Size.L.,Cylinders,Transmission,Fuel.Type,Fuel.Consumption.City..L.100.km.,Fuel.Consumption.Hwy..L.100.km.,Fuel.Consumption.Comb..L.100.km.,Fuel.Consumption.Comb..mpg.,CO2.Emissions.g.km.
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,21.3,17.2,19.5,14,323
FORD,F-150 Raptor 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.3,13.1,14.3,20,336
FORD,Flex,SUV - STANDARD,3.5,6,AS6,X,14.7,10.2,12.7,22,298
FORD,Flex AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303
FORD,Flex AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322
FORD,Fiesta,SUBCOMPACT,1.6,4,AM6,X,8.6,6.4,7.6,37,178
FORD,Fiesta,SUBCOMPACT,1.6,4,M5,X,8.8,6.8,7.9,36,184
FORD,Fiesta ST,SUBCOMPACT,1.6,4,M6,X,9.2,7.4,8.4,34,196
FORD,Fusion,MID-SIZE,1.5,4,AS6,X,10,7,8.7,32,204
FORD,Fusion Hybrid,MID-SIZE,2,4,AV,X,5.5,5.6,5.6,50,131
FORD,GT,TWO-SEATER,3.5,6,AM7,Z,20.4,13.1,17.1,17,402
FORD,Mustang,SUBCOMPACT,2.3,4,AS10,X,11.2,7.3,9.4,30,221
FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27,242
FORD,Mustang,SUBCOMPACT,2.3,4,M6,X,11.2,7.9,9.7,29,227
FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,11.8,8.7,10.4,27,244
FORD,Mustang,SUBCOMPACT,5,8,AS10,X,15,9.1,12.3,23,289
FORD,Mustang,SUBCOMPACT,5,8,M6,X,16.1,9.9,13.3,21,311
FORD,Mustang Bullitt,SUBCOMPACT,5,8,M6,X,16.1,9.9,13.3,21,311
FORD,Mustang Convertible,SUBCOMPACT,2.3,4,AS10,X,11.9,8.4,10.4,27,243
FORD,Mustang Convertible,SUBCOMPACT,2.3,4,M6,X,11.8,8.4,10.3,27,241
FORD,Mustang Convertible,SUBCOMPACT,5,8,AS10,X,15.4,9.7,12.9,22,302
FORD,Ranger 4WD,PICKUP TRUCK - STANDARD,2.3,4,AS10,X,11.8,9.8,10.9,26,256
FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,14.6,19,341
FORD,T-150 Wagon,VAN - PASSENGER,3.5,6,AS6,X,16.2,12.8,14.7,19,346
FORD,T-150 Wagon,VAN - PASSENGER,3.7,6,AS6,X,16.9,13.1,15.2,19,355
FORD,Taurus FFV,FULL-SIZE,3.5,6,AS6,X,13.5,9,11.5,25,270
FORD,Taurus FFV,FULL-SIZE,3.5,6,AS6,E,17.8,12.1,15.2,19,254
FORD,Taurus AWD,FULL-SIZE,3.5,6,AS6,X,14.6,10,12.5,23,294
FORD,Taurus FFV AWD,FULL-SIZE,3.5,6,AS6,X,14,9.9,12.4,23,291
FORD,Taurus FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.5,13,16,18,267
FORD,Transit Connect Van,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.8,8.8,9.3,30,219
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.8,8.8,9.3,30,219
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,E,13.3,11.8,12.6,22,209
FORD,Transit Connect Van,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12,8.8,10.6,27,247
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.9,8.2,9.2,31,214
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.9,8.2,9.2,31,214
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,E,13.7,11.1,12.5,23,208
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.1,9,10.7,26,251
GMC,Acadia,SUV - STANDARD,2.5,4,A6,X,11.1,9.2,10.2,28,237
GMC,Acadia,SUV - STANDARD,3.6,6,A6,X,13.1,9.4,11.4,25,268
GMC,Acadia AWD,SUV - STANDARD,2.5,4,A6,X,11.3,9.4,10.5,27,248
GMC,Acadia AWD,SUV - STANDARD,3.6,6,A6,X,13.5,9.5,11.7,24,275
GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,253
GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,M6,X,11.9,9.2,10.7,26,251
GMC,Canyon,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.8,7.9,10.1,28,270
GMC,Canyon,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,274
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.8,11.4,25,267
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.2,8.4,10.5,27,283
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14,9.9,12.2,23,286
GMC,Sierra,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,11.1,25,261
GMC,Sierra,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,317
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.7,11.9,14,20,329
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.1,15,18.4,15,306
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.3,10.4,12.5,23,294
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.6,10.9,11.8,24,277
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.8,11.9,14,20,329
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.7,14,20,330
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16,12.5,14.4,20,339
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22,16.1,19.4,15,323
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.3,11.2,13.5,21,316
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.3,11.8,13.7,21,320
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.5,11.9,13.9,20,326
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20,332
GMC,Sierra LTD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.6,10.9,13.5,21,317
GMC,Sierra LTD 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.8,11.4,13.8,20,325
GMC,Terrain,SUV - SMALL,1.5,4,A9,X,9.2,7.9,8.6,33,201
GMC,Terrain,SUV - SMALL,1.6,4,A6,D,8.5,6,7.4,38,199
GMC,Terrain AWD,SUV - SMALL,1.5,4,A9,X,9.6,8.3,9,31,210
GMC,Terrain AWD,SUV - SMALL,1.6,4,A6,D,8.5,6.1,7.4,38,199
GMC,Terrain AWD,SUV - SMALL,2,4,A9,Z,11.2,9,10.2,28,239
GMC,Yukon,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298
GMC,Yukon 4WD,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,13.7,21,321
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,13.7,21,321
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,18.4,15,305
GMC,Yukon 4WD,SUV - STANDARD,6.2,8,A10,Z,16.4,10.7,13.8,20,325
GMC,Yukon XL,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298
GMC,Yukon XL 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.3,20,336
GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.3,20,336
GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.2,19,15,317
GMC,Yukon XL 4WD,SUV - STANDARD,6.2,8,A10,Z,17.1,11.3,14.5,19,340
HONDA,Accord,FULL-SIZE,1.5,4,AV,X,7.9,6.3,7.2,39,168
HONDA,Accord,FULL-SIZE,1.5,4,AV7,X,8.2,6.8,7.6,37,177
HONDA,Accord,FULL-SIZE,1.5,4,M6,X,8.9,6.7,7.9,36,185
HONDA,Accord,FULL-SIZE,2,4,M6,X,10.7,7.3,9.2,31,214
HONDA,Accord Sport/Touring,MID-SIZE,2,4,AS10,X,10.4,7.4,9.1,31,211
HONDA,Accord Hybrid,FULL-SIZE,2,4,AV,X,5,5,5,56,117
HONDA,Civic Coupe,COMPACT,1.5,4,AV7,X,7.8,6.4,7.2,39,167
HONDA,Civic Coupe,COMPACT,2,4,AV,X,7.8,6.1,7.1,40,164
HONDA,Civic Coupe,COMPACT,2,4,AV7,X,8.3,6.6,7.5,38,176
HONDA,Civic Coupe,COMPACT,2,4,M6,X,9.3,6.7,8.1,35,189
HONDA,Civic Coupe Si,COMPACT,1.5,4,M6,Z,8.4,6.2,7.4,38,173
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,AV,X,7.7,6,6.9,41,162
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,AV7,X,7.9,6.6,7.3,39,170
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,M6,X,8,6.2,7.2,39,167
HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,AV7,Z,7.9,6.6,7.3,39,170
HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,M6,Z,8,6.2,7.2,39,167
HONDA,Civic Sedan,MID-SIZE,1.5,4,AV7,X,7.8,6.2,7.1,40,165
HONDA,Civic Sedan,MID-SIZE,2,4,AV,X,7.9,6.1,7.1,40,167
HONDA,Civic Sedan,MID-SIZE,2,4,M6,X,9.3,6.5,8,35,186
HONDA,Civic Sedan Si,MID-SIZE,1.5,4,M6,Z,8.4,6.2,7.4,38,173
HONDA,Civic Type R,FULL-SIZE,2,4,M6,Z,10.6,8.3,9.6,29,224
HONDA,Fit,STATION WAGON - SMALL,1.5,4,AV,X,7,5.9,6.5,43,151
HONDA,Fit,STATION WAGON - SMALL,1.5,4,AV7,X,7.6,6.5,7,40,166
HONDA,Fit,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.6,7.4,38,174
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV,X,8.4,7,7.8,36,181
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,X,8.8,7.5,8.2,34,193
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,9.1,7.7,8.5,33,199
HONDA,Insight EX,MID-SIZE,1.5,4,AV,X,4.6,5.3,4.9,58,114
HONDA,Insight Touring,MID-SIZE,1.5,4,AV,X,4.6,5.3,4.9,58,114
HONDA,Odyssey,MINIVAN,3.5,6,AS9,X,12.6,8.4,10.7,26,252
HONDA,Odyssey Touring,MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,247
HONDA,Passport AWD,SUV - SMALL,3.5,6,A9,X,12.5,9.8,11.3,25,265
HONDA,Pilot,SUV - SMALL,3.5,6,A6,X,12.4,8.7,10.7,26,250
HONDA,Pilot AWD,SUV - SMALL,3.5,6,A6,X,13,9.3,11.3,25,266
HONDA,Pilot AWD,SUV - SMALL,3.5,6,AS9,X,12.4,9.3,11,26,257
HONDA,Ridgeline AWD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.8,9.5,11.3,25,263
HYUNDAI,Accent,COMPACT,1.6,4,AS6,X,8.2,6.2,7.3,39,172
HYUNDAI,Accent,COMPACT,1.6,4,M6,X,8.2,6.3,7.3,39,173
HYUNDAI,Elantra,MID-SIZE,1.6,4,AM7,X,8.9,7,8.1,35,189
HYUNDAI,Elantra,MID-SIZE,1.6,4,M6,X,10.7,7.8,9.4,30,221
HYUNDAI,Elantra,MID-SIZE,2,4,AS6,X,8.3,6.4,7.4,38,174
HYUNDAI,Elantra,MID-SIZE,2,4,M6,X,9.2,6.5,8,35,188
HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,AM7,X,9.7,7.4,8.6,33,205
HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,M6,X,10.3,7.9,9.2,31,218
HYUNDAI,Elantra GT,FULL-SIZE,2,4,AS6,X,9.4,7.1,8.4,34,200
HYUNDAI,Elantra GT,FULL-SIZE,2,4,M6,X,9.8,7.4,8.7,32,207
HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,4.3,4.4,4.3,66,104
HYUNDAI,IONIQ Blue,FULL-SIZE,1.6,4,AM6,X,4.2,4,4.1,69,96
HYUNDAI,Kona,SUV - SMALL,2,4,AS6,X,8.6,7,7.9,36,186
HYUNDAI,Kona AWD,SUV - SMALL,1.6,4,AM7,X,9,8,8.6,33,201
HYUNDAI,Kona AWD,SUV - SMALL,2,4,AS6,X,9.2,7.8,8.6,33,202
HYUNDAI,Santa Fe,SUV - SMALL,2.4,4,AS8,X,10.8,8,9.6,29,225
HYUNDAI,Santa Fe AWD,SUV - SMALL,2,4,AS8,X,12.3,9.8,11.2,25,262
HYUNDAI,Santa Fe AWD,SUV - SMALL,2.4,4,AS8,X,11.2,8.7,10.1,28,237
HYUNDAI,Santa Fe XL,SUV - SMALL,3.3,6,AS6,X,13.2,9.4,11.5,25,268
HYUNDAI,Santa Fe XL AWD,SUV - SMALL,3.3,6,AS6,X,13.4,9.7,11.7,24,276
HYUNDAI,Santa Fe XL Ultimate AWD,SUV - SMALL,3.3,6,AS6,X,14.1,10.8,12.6,22,297
HYUNDAI,Sonata,FULL-SIZE,2,4,AS8,X,10.4,7.4,9.1,31,212
HYUNDAI,Sonata,FULL-SIZE,2.4,4,AS6,X,9.3,7.1,8.3,34,198
HYUNDAI,Sonata SE,FULL-SIZE,2.4,4,AS6,X,9.2,6.8,8.1,35,190
HYUNDAI,Sonata Hybrid,MID-SIZE,2,4,AM6,X,6,5.3,5.7,50,135
HYUNDAI,Sonata Hybrid SE,MID-SIZE,2,4,AM6,X,5.9,5.1,5.6,50,132
HYUNDAI,Tucson,SUV - SMALL,2,4,AS6,X,10,7.9,9.1,31,216
HYUNDAI,Tucson AWD,SUV - SMALL,2,4,AS6,X,10.8,9.2,10.1,28,239
HYUNDAI,Tucson AWD,SUV - SMALL,2.4,4,AS6,X,11,9.1,10.1,28,240
HYUNDAI,Veloster,COMPACT,2,4,AS6,X,9.1,7.1,8.2,34,193
HYUNDAI,Veloster,COMPACT,2,4,M6,X,9.4,7.1,8.4,34,198
HYUNDAI,Veloster N,COMPACT,2,4,M6,X,10.6,8.3,9.5,30,226
HYUNDAI,Veloster Turbo,COMPACT,1.6,4,AM7,X,8.5,6.9,7.8,36,184
HYUNDAI,Veloster Turbo,COMPACT,1.6,4,M6,X,9.4,7,8.3,34,197
JEEP,Cherokee,SUV - SMALL,2,4,A9,X,10.4,7.6,9.1,31,214
JEEP,Cherokee,SUV - SMALL,2.4,4,A9,X,10.8,7.6,9.3,30,219
JEEP,Cherokee,SUV - SMALL,3.2,6,A9,X,11.9,8.2,10.2,28,240
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2,4,A9,X,11.2,8,9.8,29,229
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2.4,4,A9,X,11.2,8,9.8,29,230
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,3.2,6,A9,X,12.2,8.6,10.6,27,249
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,2,4,A9,X,11.5,8.6,10.2,28,240
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,3.2,6,A9,X,12.8,9,11.1,25,259
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,2,4,A9,X,11.8,9.2,10.6,27,249
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,3.2,6,A9,X,12.9,9.9,11.6,24,269
JEEP,Compass,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218
JEEP,Compass,SUV - SMALL,2.4,4,M6,X,10.4,7.3,9,31,211
JEEP,Compass 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222
JEEP,Compass 4X4,SUV - SMALL,2.4,4,M6,X,10.8,7.6,9.4,30,221
JEEP,Grand Cherokee 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265
JEEP,Grand Cherokee 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331
JEEP,Grand Cherokee 4X4 EcoDiesel,SUV - STANDARD,3,6,A8,D,11.2,8.5,10,28,268
JEEP,Grand Cherokee 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368
JEEP,Grand Cherokee 4X4 Trackhawk,SUV - STANDARD,6.2,8,A8,Z,20.9,13.8,17.7,16,413
JEEP,Renegade,SUV - SMALL,1.3,4,A9,X,9.8,7.4,8.7,32,204
JEEP,Renegade,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222
JEEP,Renegade 4X4,SUV - SMALL,1.3,4,A9,X,10.1,8.1,9.2,31,216
JEEP,Renegade 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,29,230
JEEP,Renegade 4X4 Trailhawk,SUV - SMALL,1.3,4,A9,X,10.8,8.7,9.9,29,230
JEEP,Wrangler JL 4X4,SUV - SMALL,2,4,A8,X,10.5,9.4,10,28,233
JEEP,Wrangler JL 4X4,SUV - SMALL,3.6,6,A8,X,12.8,10.4,11.8,24,274
JEEP,Wrangler JL 4X4,SUV - SMALL,3.6,6,M6,X,13.7,9.6,11.8,24,277
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,2,4,A8,X,10.9,10,10.5,27,245
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,3.6,6,A8,X,12.9,10.2,11.7,24,275
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,3.6,6,M6,X,13.8,10.1,12.2,23,285
KIA,Cadenza,FULL-SIZE,3.3,6,AS8,X,11.6,8.5,10.2,28,238
KIA,Forte,MID-SIZE,2,4,AV,X,7.7,5.9,6.9,41,164
KIA,Forte,MID-SIZE,2,4,M6,X,8.6,6.4,7.6,37,180
KIA,Niro,STATION WAGON - SMALL,1.6,4,AM6,X,4.6,5.1,4.8,59,114
KIA,Niro FE,STATION WAGON - SMALL,1.6,4,AM6,X,4.5,4.8,4.7,60,110
KIA,Niro Touring,STATION WAGON - SMALL,1.6,4,AM6,X,5.1,5.8,5.4,52,129
KIA,Optima,FULL-SIZE,2,4,AS6,X,11.2,7.9,9.7,29,230
KIA,Optima,FULL-SIZE,2.4,4,AS6,X,9.5,7.1,8.4,34,199
KIA,Optima Hybrid,MID-SIZE,2,4,AM6,X,6.1,5.2,5.7,50,133
KIA,Rio,COMPACT,1.6,4,AS6,X,8.5,6.4,7.5,38,177
KIA,Rio,COMPACT,1.6,4,M6,X,8.3,6.4,7.5,38,175
KIA,Sedona,MINIVAN,3.3,6,AS8,X,12.7,10,11.5,25,272
KIA,Sorento,SUV - SMALL,2.4,4,AS6,X,10.7,8.2,9.6,29,225
KIA,Sorento AWD,SUV - SMALL,2.4,4,AS6,X,11.2,9,10.2,28,242
KIA,Sorento AWD,SUV - SMALL,3.3,6,AS8,X,12.5,9.7,11.2,25,265
KIA,Soul,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,33,199
KIA,Soul,STATION WAGON - SMALL,1.6,4,AS6,X,9,7.6,8.4,34,198
KIA,Soul,STATION WAGON - SMALL,2,4,AS6,X,9.5,7.8,8.7,32,206
KIA,Sportage,SUV - SMALL,2.4,4,AS6,X,10.3,7.8,9.2,31,218
KIA,Sportage AWD,SUV - SMALL,2,4,AS6,X,11.9,10.2,11.1,25,263
KIA,Sportage AWD,SUV - SMALL,2.4,4,AS6,X,11.3,9.5,10.5,27,247
KIA,Stinger AWD,MID-SIZE,2,4,AS8,Z,11.1,8.1,9.7,29,229
KIA,Stinger AWD,MID-SIZE,3.3,6,AS8,Z,13.6,9.6,11.8,24,279
MERCEDES-BENZ,A 220,SUBCOMPACT,2,4,AM7,Z,9.7,6.8,8.4,34,195
MERCEDES-BENZ,A 220 4MATIC,SUBCOMPACT,2,4,AM7,Z,9.6,7.1,8.5,33,199
MERCEDES-BENZ,A 250,STATION WAGON - SMALL,2,4,AM7,Z,9.4,6.8,8.3,34,192
MERCEDES-BENZ,A 250 4MATIC,STATION WAGON - SMALL,2,4,AM7,Z,9.9,7,8.6,33,201
MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3,6,A9,Z,12.4,8.7,10.7,26,253
MERCEDES-BENZ,AMG C 43 4MATIC Cabriolet,SUBCOMPACT,3,6,A9,Z,12.7,9.2,11.2,25,263
MERCEDES-BENZ,AMG C 43 4MATIC Coupe,SUBCOMPACT,3,6,A9,Z,12.9,8.8,11.1,25,255
MERCEDES-BENZ,AMG C 43 4MATIC Wagon,STATION WAGON - SMALL,3,6,A9,Z,12.4,8.9,10.8,26,255
MERCEDES-BENZ,AMG C 63,COMPACT,4,8,A9,Z,13.2,8.7,11.2,25,263
MERCEDES-BENZ,AMG C 63 S,COMPACT,4,8,A9,Z,13.2,8.7,11.2,25,263
MERCEDES-BENZ,AMG C 63 S Cabriolet,SUBCOMPACT,4,8,A9,Z,13.9,9.7,12,24,282
MERCEDES-BENZ,AMG C 63 S Coupe,SUBCOMPACT,4,8,A9,Z,13.9,9.2,11.8,24,277
MERCEDES-BENZ,AMG CLA 45 4MATIC,MINICOMPACT,2,4,AM7,Z,10.3,7.9,9.2,31,217
MERCEDES-BENZ,AMG CLS 53 4MATIC+,COMPACT,3,6,A9,Z,12.4,8.7,10.7,26,235
MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3,6,A9,Z,11.2,8.3,9.9,29,232
MERCEDES-BENZ,AMG E 53 4MATIC+ Cabriolet,SUBCOMPACT,3,6,A9,Z,12.5,9,10.9,26,245
MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,SUBCOMPACT,3,6,A9,Z,12.3,8.5,10.6,27,237
MERCEDES-BENZ,AMG E 53 4MATIC+ Wagon,STATION WAGON - MID-SIZE,3,6,A9,Z,11.5,8.6,10.2,28,239
MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4,8,A9,Z,16,10.5,13.5,21,318
MERCEDES-BENZ,AMG E 63 S 4MATIC+ Wagon,STATION WAGON - MID-SIZE,4,8,A9,Z,14.6,10.4,12.7,22,299
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,4,8,A9,Z,18.1,15.6,17,17,396
MERCEDES-BENZ,AMG GLC 43 4MATIC,SUV - SMALL,3,6,A9,Z,12.5,9.6,11.2,25,262
MERCEDES-BENZ,AMG GLC 43 4MATIC Coupe,SUV - SMALL,3,6,A9,Z,12.6,9.7,11.3,25,265
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV - SMALL,4,8,A9,Z,15,10.9,13.2,21,309
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,SUV - SMALL,4,8,A9,Z,15,10.9,13.2,21,309
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3,6,A9,Z,14,10.6,12.4,23,292
MERCEDES-BENZ,AMG GLE 43 4MATIC Coupe,SUV - STANDARD,3,6,A9,Z,14.1,10.9,12.6,22,297
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,4.7,8,A7,Z,17.7,13.4,15.8,18,370
MERCEDES-BENZ,AMG GLE 63 S 4MATIC Coupe,SUV - STANDARD,4.7,8,A7,Z,17.2,12.8,15.2,19,357
MERCEDES-BENZ,AMG GLS 63 4MATIC,SUV - STANDARD,4.7,8,A7,Z,17.8,13.2,15.7,18,370
MERCEDES-BENZ,AMG GT 53 4MATIC+ Coupe,COMPACT,3,6,A9,Z,12.4,9.8,11.2,25,264
MERCEDES-BENZ,AMG GT 63 4MATIC+ Coupe,COMPACT,4,8,A9,Z,15.5,11.5,13.7,21,323
MERCEDES-BENZ,AMG GT 63 S 4MATIC+ Coupe,COMPACT,4,8,A9,Z,15.6,11.5,13.7,21,324
MERCEDES-BENZ,AMG GT C Coupe,TWO-SEATER,4,8,AM7,Z,15.3,11.4,13.5,21,315
MERCEDES-BENZ,AMG GT C Roadster,TWO-SEATER,4,8,AM7,Z,15.2,11.4,13.5,21,315
MERCEDES-BENZ,AMG GT R Coupe,TWO-SEATER,4,8,AM7,Z,15.9,11.8,14,20,327
MERCEDES-BENZ,AMG S 63 4MATIC+,FULL-SIZE,4,8,A9,Z,14.1,8.9,11.8,24,275
MERCEDES-BENZ,AMG S 63 4MATIC+ Cabriolet,SUBCOMPACT,4,8,A9,Z,15.8,9.8,13.1,22,306
MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,COMPACT,4,8,A9,Z,14,8.7,11.6,24,271
MERCEDES-BENZ,AMG S 65 Cabriolet,SUBCOMPACT,6,12,A9,Z,17.1,11,14.3,20,337
MERCEDES-BENZ,AMG S 65 Coupe,COMPACT,6,12,A9,Z,17.6,11,14.6,19,343
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,A7,Z,15.3,10.2,13,22,303
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3,6,A9,Z,11.8,8.2,10.2,28,238
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2,4,AM7,Z,9.8,6.8,8.4,34,196
MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2,4,AM7,Z,10.3,7.8,9.1,31,215
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2,4,A9,Z,11,7.3,9.4,30,219
MERCEDES-BENZ,C 300 4MATIC Cabriolet,SUBCOMPACT,2,4,A9,Z,11.3,8.1,9.9,29,231
MERCEDES-BENZ,C 300 4MATIC Coupe,SUBCOMPACT,2,4,A9,Z,10.9,7.7,9.5,30,221
MERCEDES-BENZ,C 300 4MATIC Wagon,STATION WAGON - SMALL,2,4,A9,Z,10.9,7.7,9.5,30,221
MERCEDES-BENZ,CLA 250,MINICOMPACT,2,4,AM7,Z,9.6,6.6,8.2,34,193
MERCEDES-BENZ,CLA 250 4MATIC,MINICOMPACT,2,4,AM7,Z,9.9,7.3,8.7,32,204
MERCEDES-BENZ,CLS 450 4MATIC,COMPACT,3,6,A9,Z,11.3,7.9,9.8,29,213
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2,4,A9,Z,11,8.1,9.7,29,228
MERCEDES-BENZ,E 450 4MATIC,MID-SIZE,3,6,A9,Z,11.8,8.5,10.3,27,244
